Requirement Text,Class,Sub-Type,Ambiguity
"Under normal conditions, 95% of transactions shall be processed in less than 5 seconds.",NFR,Performance,Ambiguous
A server shall host the RMOS and provide system data processing and storage capability.,FR,Functional,Non-Ambiguous
A surface computer shall provide a customer with all customer system functionality.,FR,Functional,Non-Ambiguous
A tablet shall provide a waiter/supervisor with all waiter/supervisor system functionality (according to access control).,FR,Functional,Non-Ambiguous
A display shall provide a chef with all chef system functionality.,FR,Functional,Non-Ambiguous
"All system functionality shall be accessible through touch sensitive computers, tablets and displays via simple touch gestures.",FR,Functional,Ambiguous
A tablet shall be capable of interfacing with a register to facilitate the accurate processing of a payment.,FR,Functional,Non-Ambiguous
A customer shall be able to engage their menu by double tapping the activated surface computer in their table.,FR,Functional,Non-Ambiguous
A customer shall be able to dismiss their menu by double tapping its dismiss option.,FR,Functional,Non-Ambiguous
A customer shall be able to create an empty pending order through their engaged menu.,FR,Functional,Non-Ambiguous
Customer cannot dismiss menu while there is a non-empty pending order associated with it.,FR,Functional,Non-Ambiguous
A customer shall be able to navigate through the available items in their engaged menu.,FR,Functional,Non-Ambiguous
A customer shall be able to add an item to a pending order by dragging the item onto the order.,FR,Functional,Non-Ambiguous
A customer shall be able to remove an item from a pending order by dragging the item off the order.,FR,Functional,Non-Ambiguous
Customer shall be able to add special dietary requirement to an order by dragging the requirement onto the order.,FR,Functional,Non-Ambiguous
Customer shall be able to add a wildcard special dietary requirement to an order if not represented by the system.,FR,Functional,Non-Ambiguous
A customer shall be able to place an order through their engaged menu if it is pending and not empty.,FR,Functional,Non-Ambiguous
A customer shall be able to cancel an order through their engaged menu if it is pending and not yet placed.,FR,Functional,Non-Ambiguous
A customer shall be able to call for waiter assistance through their engaged menu.,FR,Functional,Non-Ambiguous
A customer shall be able to engage bill mode to finalise payment through their engaged menu.,FR,Functional,Non-Ambiguous
A customer shall be able to disengage bill mode to cancel the billing process through their engaged menu.,FR,Functional,Non-Ambiguous
"When in billing mode, surface computer shall display representation of a cash payment for whole table.",FR,Functional,Non-Ambiguous
"When in billing mode, surface computer shall display representation of bankcard payment for each customer.",FR,Functional,Non-Ambiguous
"When in billing mode, surface computer shall display representation of meals ordered to be dragged into payment.",FR,Functional,Non-Ambiguous
"When in billing mode, surface computer shall display representation of tip denominations to be dragged into payment.",FR,Functional,Non-Ambiguous
A customer shall be able to drag a meal into a bankcard payment or a cash payment.,FR,Functional,Non-Ambiguous
A customer shall be able to drag a meal out of a bankcard payment or a cash payment.,FR,Functional,Non-Ambiguous
A customer shall be able to drag a tip denomination into a bankcard payment or a cash payment.,FR,Functional,Non-Ambiguous
A customer shall be able to drag a tip denomination out of a bankcard payment or a cash payment.,FR,Functional,Non-Ambiguous
A waiter shall be able to log into a tablet using their assigned username and password.,FR,Functional,Non-Ambiguous
A waiter shall be able to log out of a tablet.,FR,Functional,Non-Ambiguous
A waiter shall be able to activate a surface computer and consequently open its associated account through a tablet.,FR,Functional,Non-Ambiguous
Waiter shall be able to deactivate a surface computer and close its associated account through a tablet.,FR,Functional,Non-Ambiguous
A waiter who activates a surface computer shall be assigned to the table that contains it.,FR,Functional,Non-Ambiguous
A tablet shall allow a waiter to accept an order placed by a customer through a surface computer.,FR,Functional,Non-Ambiguous
A tablet shall allow a waiter to reject an order placed by a customer through a surface computer.,FR,Functional,Non-Ambiguous
A tablet shall allow a waiter to indicate the delivery of an item to its customer.,FR,Functional,Non-Ambiguous
A tablet shall allow a waiter to process a payment using cash.,FR,Functional,Non-Ambiguous
A tablet shall allow a waiter to process a payment using a bankcard.,FR,Functional,Non-Ambiguous
A chef shall be able to accept a customers order item through a display.,FR,Functional,Non-Ambiguous
A chef shall be able to reject a customers order item through a display.,FR,Functional,Non-Ambiguous
Chef shall be able to indicate that a customers order item is ready to be served through a display.,FR,Functional,Non-Ambiguous
A supervisor shall be able to do everything a waiter can.,FR,Functional,Non-Ambiguous
A supervisor shall be able to do everything a chef can.,FR,Functional,Non-Ambiguous
A supervisor shall be able to abort/purge a customers meal from active system with no expectation of payment.,FR,Functional,Non-Ambiguous
Supervisor shall be able to abort/purge a table's account/meals from active system with no expectation of payment.,FR,Functional,Non-Ambiguous
A supervisor shall be able to issue a refund for one or more items to a customer.,FR,Functional,Non-Ambiguous
"System shall log every state change of every surface computer, tablet and display to provision recovery from system failure.",FR,Functional,Non-Ambiguous
System shall utilise periodic 30-second keep-alive messages between tablets and server to monitor tablet operational status.,FR,Functional,Non-Ambiguous
System shall flag tablets that fail to send timely keep-alive messages as non-operational and disassociate waiter.,FR,Functional,Non-Ambiguous
Wireless communication throughout system will be encrypted using SSLv3 at application layer and WPA2-PSK at data link layer.,NFR,Security,Non-Ambiguous
The WPA2-PSK password used for wireless communication must have a bit- strength of at least 80 bits.,NFR,Security,Non-Ambiguous
The WPA2-PSK password used for wireless communication must be changed every three months.,NFR,Security,Non-Ambiguous
A waiter password used for tablet login must be changed every three months.,NFR,Security,Non-Ambiguous
A waiter shall only be able to log into one tablet at any given instance of time.,FR,Functional,Non-Ambiguous
Waiter that attempts to log into second tablet while already logged into another tablet shall be rejected and notified.,FR,Functional,Non-Ambiguous
A surface computer shall not require a user to log in.,NFR,Usability,Non-Ambiguous
A tablet shall require a user to log in using a username and password.,NFR,Security,Non-Ambiguous
A display shall not require a user to log in.,NFR,Usability,Non-Ambiguous
A surface computer must not dismiss an engaged menu unless the customer requests it.,FR,Functional,Non-Ambiguous
"Server shall support no less than 200 concurrent connections from combinations of surface computers, tablets and displays.",NFR,Performance,Non-Ambiguous
